store_id,carrier_id,commodity,volume,outage_time,delivery_time,reported_via,notes,closing_notes,cause,user_id
,,UNL,999,16:44.0,16:44.0,phone,ETA 1-2 hours,"No atg, no know issues at the time",2: Carrier Issues,
,,UNL,485,23:37.0,10:37.0,Email,Long line at buckeye,Long line at buckeye,18: Terminal Issue,
,,UNL,406,00:28.0,05:00.0,phone,Gaby took the call. no notes regarding an ETA.,"No know issues at the time, no email communication to/from carrier.",2: Carrier Issues,
,,UNL,567,00:00.0,15:00.0,email,"Site has atg, 20,000g reg tank, carrier gets inventories several time thoughout the day via email, has had a couple drivers call in sick",NULL,2: Carrier Issues,
,,UNL,393,03:00.0,03:00.0,Email,Carrier error pending carrier response,Carrier error pending carrier response,2: Carrier Issues,
,,UNL,730,00:00.0,30:00.0,email,"site has ATG and two 10,000 reg tanks, carrier receives via email inventories throughout the day, had a couple drivers call in sick",NULL,2: Carrier Issues,
,,UNL,469,39:00.0,39:00.0,PHONE,469/UNL- 327PM,Carrier error pending carrier response,2: Carrier Issues,
,,UNL,562,10:00.0,30:00.0,review,driver had mechanical issue with truck per the dispatcher,NULL,2: Carrier Issues,
,,DSL,186,01:00.0,01:00.0,Phone,Carrier error pending carrier response,Carrier error pending carrier response,3: Unpredictable Sales,
,,UNL,600,52:49.0,20:00.0,csr,"csr clld in out of reg/600 gallons, clld WP and left vc mssg for eta cll back and sent an email as well  eta pending","Carrier was notified of possible outage by voice-mail, repeated calls, and email.",2: Carrier Issues,
,,UNL,768,15:00.0,30:00.0,site,manifold issue - also site doesn't poll   carrier will ASAP,NULL,8: Maintenance,
,,UNL,652,28:00.0,33:00.0,site,"Delayed due to traffic shutdown, bomb threat to nearby bank","Delayed due to traffic shutdown, bomb threat to nearby bank",2: Carrier Issues,
,,UNL,814,58:57.0,15:00.0,site,NULL,high volume with a working ATG low gallons should have showed up on the day supply,2: Carrier Issues,
,,UNL,583,49:53.0,30:53.0,phone,"The carrie spokesperson (Kiersten Williams) said that chevron arcadia (original terminal that carrier pulls from) was out of fuel product and they had to load from Tempco  (Bossier City, LA).",AT,18: Terminal Issue,
,,UNL,613,22:00.0,20:00.0,SITE,site ran out of unleaded:  per  carrier running behind due to boom scare yesterday evening the went on for about 3 hours or so and everything was shut down during that time. ETA 2.0 driver is on way to rack now.,HIGHWAY SHUTDOWN DUE TO THREAT,11: Site Inaccessible,
,,DSL,480,15:00.0,00:00.0,Supply team,sites around increased their sales and site sold way more then expected.,sites around increased their sales and site sold way more then expected.,10: Technology,
,,UNL,415,30:38.0,00:00.0,site called in,out due to site stick has not been in for 2 days,out due to site stick has not been in for 2 days,1: Bad Sticks,
,,UNL,604,59:00.0,51:00.0,phone,out at 1006 am 605/unl... 2 hours..rc,"Pushed back due to bomb scare, ran out of hours.",11: Site Inaccessible,
,,UNL,613,02:00.0,31:00.0,phone,The Driver called the Carrier and said that Circle K ran out of fuel. (3),AT,3: Unpredictable Sales,
,,UNL,516,04:00.0,33:00.0,Site Called In,"The carrier associate (Presley)  stated that there was only one day shift driver in Athens, Georiga and the night shift driver starts at 4 and got to the site a little later than expected. [Shortage of Drivers - Carrier Issue]",AT,2: Carrier Issues,
,,UNL,604,54:00.0,33:00.0,kdb,The load was in route so this will be a minimal outage time,AT,2: Carrier Issues,
,,UNL,632,40:00.0,15:00.0,phone,"out at 840pm - 632/unl..eta 1am  Site has ATG and a 20,000g regular tank",NULL,2: Carrier Issues,
,,UNL,307,59:49.0,48:00.0,phone,12:59am 359/unl....rc,multiple 1/2 day reports are received by carrier they should be spot checking these report.,2: Carrier Issues,
,,UNL,615,06:00.0,19:12.0,Site called in,Carrier Error.,A.T.,2: Carrier Issues,
,,UNL,843,05:00.0,07:00.0,Site Called In,"Eagle stated that they "" overlooked, "" the load, which is why the reason for this issue should be a carrier issue.",AT,2: Carrier Issues,
,,UNL,955,25:19.0,17:00.0,alexander bell gram's telephone,NULL,working ATG and carrier gets 1/2 supply report multiple times a day.  need to at least spot check the reports would have caught this.,2: Carrier Issues,
,,UNL,1061,53:00.0,31:00.0,Site Called in,The site was out between 2:02 PM -4:02 PM according to the inventory research platform in SSRS reports.,AT,2: Carrier Issues,
,,UNL,902,00:00.0,29:00.0,phone,per site both tank are down- tank #1-2877 tank #2 988- all unled pumps are down,T2 shutdown stopped T1 pumping as well. Tanks not drawing down evenly.,8: Maintenance,
,,UNL,646,14:11.0,14:11.0,phone,UNL-403- called carrier  held at the rack,AT,18: Terminal Issue,
,,UNL,282,15:43.0,54:00.0,ATG Polling Lookup/Day Supply Report,"The associate said that the carrier was supposed to deliver the fuel on Saturday, but it came on Sunday.",AT,2: Carrier Issues,
,,UNL,0,30:17.0,30:17.0,email,"site's probe was down, however they have been making deliveries without an issue prior to this",TIME IS VALID,3: Unpredictable Sales,
,,UNL,543,15:00.0,50:46.0,Phone call from Pat Pallas,Forecasted site.  Called at 08:50 AM for and ETA.  Carrier gave an ETA of 9:30 AM.,day supply sent over multiple times a day if carrier at least spot check it they would have caught this cause site has a working ATG,2: Carrier Issues,
,,UNL,315,00:00.0,00:00.0,Day Supply Report,Carrier Fell Behind.,AE,2: Carrier Issues,
,,UNL,279,05:23.0,57:00.0,ATG/Day Supply Report,FL Rock said the tank was down to 1200. The carrier mixed up the loads.,A.T.,2: Carrier Issues,
,,UNL,841,48:00.0,57:00.0,Day Supply Report,Waiting on Joel For Further Review,AE,2: Carrier Issues,
,,UNL,778,46:00.0,00:00.0,Day Supply Report,Outage happened at 735 (volume) then decreased to 267 (volume) before they dropped it at 8:11am,AE,2: Carrier Issues,
,,UNL,308,04:00.0,12:00.0,Day Supply Report,The Kinder Morgan Terminal was down.,AT,18: Terminal Issue,
,,UNL,728,14:00.0,15:00.0,Day Supply Report,There was water over the drops and the driver was unable to deliver.,AE,11: Site Inaccessible,
,,UNL,294,03:00.0,03:00.0,sramage,Carrier error pending carrier response,Carrier error pending carrier response,2: Carrier Issues,
,,UNL,560,00:00.0,30:18.0,Outbound Call,Site reported bad sticks for 2-3 days,found out through the 1/2 day supply site reported I full tank previous day and 560 gallons in both unleaded tanks the next morning,1: Bad Sticks,
,,UNL,567,30:00.0,00:00.0,email,"Site has ATG and 20,000g regular tank, was out twice last week. Exxon was out of pnl so was waiting for it to re-set, they should went ahead without the pnl as to prevent the regular from running out",NULL,2: Carrier Issues,
,,UNL,708,22:00.0,29:00.0,site,out at 696/87 a compartment is in route,20 min delay traffic,6: Supply Disruption,
,,UNL,146,45:00.0,51:15.0,site,"This store is not an ATG site according to Crystal Lowery, the store did not report readings, so she estimated them and furthermore stated that there was a sales spike.",AT,3: Unpredictable Sales,
,,UNL,650,51:23.0,45:00.0,phone,"after hours    site has atg and 20,000g reg tank, carrier emailed throughout the day inventories",NULL,2: Carrier Issues,
,,UNL,734,37:00.0,34:00.0,site,site not sure of the gallons but can't pump  - truck is a few minutes away,AT,3: Unpredictable Sales,
,,PNL,568,00:00.0,45:00.0,site,"568  ETA  1 1/2 hours  Site has ATG, carrier gets emailed inventories throughout the day",NULL,2: Carrier Issues,
,,UNL,540,47:00.0,52:00.0,phone,600/UNL.. called Mansfield they gave an eta asap,Sales Spike resulted in outage.,3: Unpredictable Sales,
,,UNL,594,28:23.0,06:23.0,Email,Carrier indicated they were running behind.,NULL,2: Carrier Issues,
,,DSL,2044,50:47.0,50:00.0,Email,ATG not polling properly,"ATG not polling properly, carrier not ahead of sales",2: Carrier Issues,
,,UNL,558,51:29.0,36:00.0,Site Called in,Carrier running behind,NULL,2: Carrier Issues,
,,UNL,500,14:38.0,14:00.0,site called in,carrier running behind,No reason provided by carrier,2: Carrier Issues,
,,UNL,500,32:40.0,29:00.0,site called in,carrier running behind,Carrier error pending carrier response,2: Carrier Issues,
,,UNL,374,33:00.0,34:00.0,site,374/87 Coraluzzo failed to advise of an allocation issue and driver had to wait 2 hours at terminal.   ETA is approximately 45 minutes,0,20: Allocation,
,,UNL,1369,07:54.0,18:54.0,Site called,Per carrier possible spike in sales and they had some equipment issues today.  Site had called earlier when they were at 2400 gallons.  Site has high tank bottom.  Site is going to request alarm to go off at 4500 gallons.,"Carrier error pending carrier response, High tank bottom.",3: Unpredictable Sales,
,,UNL,320,50:08.0,45:00.0,site,3 inches driver is in rote,carrier ran load outside the run out window load should have been on the day shift,2: Carrier Issues,
,,UNL,318,00:00.0,00:00.0,site,"318 /87     ETA 2am maybe sooner  site has atg, carrier receives inventories throughout the day",NULL,2: Carrier Issues,
,,UNL,411,11:59.0,27:59.0,csr,csr clld in out of reg/411 gallons clld Advantage and talked w/Aaron eta approx 1hr,no reason for outage provided by carrier,2: Carrier Issues,
,,UNL,619,00:00.0,35:00.0,Outbound call to station,Delays at the rack.  Carrier acknowledged wait time.,Carrier dispatch mentioned long wait times at the loading rack.  We requested multiple ETA requests.,2: Carrier Issues,
,,UNL,662,12:00.0,11:00.0,site,"James/Bob of Kenan Birmingham said that the carrier was held-up at the terminal for long-lines, thus making this a terminal issue overall.",Closed By Ashwin Tatikola,18: Terminal Issue,
,,UNL,434,44:57.0,44:00.0,csr,"csr clld in out of reg 434/119 gallons clld Klemm and talked w/Rick he didn't have a load planned because he didn't have readings, he is getting a load asap eta approx 2+ hrs",Rick didn't have a load planned because he didn't have readings. Changed coding to carrier error - Rick should have tried to obtain readings through us or contacting the site,2: Carrier Issues,
,,UNL,800,27:00.0,20:00.0,fuel supply team,DRIVER SHORTAGE,0,2: Carrier Issues,
,,UNL,700,30:30.0,51:30.0,Emaill,carrier running behind.,NULL,2: Carrier Issues,
,,UNL,413,00:00.0,30:00.0,auditor,site did not report inventory the previous day,site's a stick site and we did not received their readings on the previous day,1: Bad Sticks,
,,UNL,476,02:00.0,01:00.0,Email,Carrier error pending carrier response,Carrier error pending carrier response,12: Act Of Nature,
,,UNL,1400,40:55.0,35:00.0,phone,carrier was told that site runs out when both UNL tanks are at 1400.    Carrier was told early in the AM of 7/13. Site is currently out and ETA is 530pm,carrier was told and system run out was adjusted and the site has a working atg,2: Carrier Issues,
,,UNL,380,46:44.0,42:00.0,csr,"csr clld in out of reg/380 gallons, clld Coraluzzo and talked w/John eta apporx 1/2 hr",Carrier missed run out time.,2: Carrier Issues,
,,UNL,561,24:56.0,00:00.0,CSR,"csr clld in out of reg no inventory phy stick site only, called KAG and talked w/Casey her eta at this time is apporx 12am but she is going to look for a driver to drop a compartment if possible.",carrier received the call that site was out last night 9:30pm and did not get load there til this morning.,2: Carrier Issues,
,,UNL,784,20:00.0,26:00.0,csr,"csr clld in out of reg/784 gallons, clld Eagle and talked w/Gamble eta approx 30 min",pushed the envelope,2: Carrier Issues,
,,UNL,387,01:00.0,01:00.0,store,Store called in and said they have been out for 3 hours.,Carrier stated they are having issues at the terminal. This was caused because the carrier was behind. JP/  AE,2: Carrier Issues,
,,UNL,450,23:49.0,23:49.0,site called in,"Carrier did not have readings, site called in when they were out. 11 inches of UNL",NULL,1: Bad Sticks,
,,PNL,424,45:00.0,06:00.0,site,429 premium  load is in route,Major issue in CO,2: Carrier Issues,
,,UNL,330,40:00.0,43:00.0,site,300 regular  in route 1 hour,CARRIER ERROR,2: Carrier Issues,
,,UNL,562,56:27.0,53:00.0,site,560  truck broke down so since this is a long haul the current eta is 6pm  ryan is trying t find a compartment,NULL,2: Carrier Issues,
,,UNL,601,30:00.0,30:00.0,email,"Short handed site has ATG and 20,000g reg tank",NULL,2: Carrier Issues,
,,UNL,566,30:00.0,00:00.0,email,"carrier short handed  site has ATG  12,000g reg tank  driver did not do last night and did not let their dispatch know",NULL,2: Carrier Issues,
,,DSL,296,30:00.0,00:00.0,email,"Site has ATG and sells on average 3000g a day of dsl, carrier said the site tripled on thier sales but I don't see it",NULL,2: Carrier Issues,
,,UNL,200,15:00.0,21:18.0,site,sit said out since Thursday night?  200 gallons but was in route at time of this call,"Not polling in ATG, unable to confirm length of outage. Carrier 'did not remember' any issues on this day.",2: Carrier Issues,
,,UNL,800,09:02.0,15:00.0,Email,"Sight reported bad readings this AM, indicated 9000 inv.","Sight reported bad readings this AM, indicated 9000 inv.",1: Bad Sticks,
,,UNL,600,32:50.0,18:00.0,Inbound call,Begin sending out 1/2 day supply reports at 6 AM.  Received an original ETA of 10 AM.,no additive at Colton,6: Supply Disruption,
,,UNL,714,00:00.0,00:00.0,Email,"Terminal down, secondary used","Terminal down, secondary used",6: Supply Disruption,
,,PNL,738,42:02.0,03:00.0,E-mail (Sean Moody),Originally provided an ETA of 13:00 at 11:00.  Later given an ETA of 4:00 PM,PNL down at Colton rack,6: Supply Disruption,
,,UNL,665,00:00.0,50:00.0,SITE,This is a Kingman site and they had 2800 gallons the previous day load should have went last night,This is a Kingman site and they had 2800 gallons the previous day load should have went last night,2: Carrier Issues,
,,UNL,723,30:00.0,54:06.0,Julie Thrush,site out due to unleaded tanks not manifold,site out due to unleaded tanks not manifold one tank was at 723 other was 1700,8: Maintenance,
,,UNL,689,11:00.0,39:00.0,Email,Carrier error,Carrier error pending carrier response,2: Carrier Issues,
,,UNL,491,49:00.0,49:00.0,Irrate CSR Call,"Sales Spike, ETA 11",Sales drove site out faster than Eagle was able to compensate,3: Unpredictable Sales,
,,UNL,0,00:00.0,00:00.0,site,ETA 12:30 - 1pm,"Driver Shortage, CSR unsure of true outage length, approx 2 hours.",2: Carrier Issues,
